rank	form	normalized_form	combined_count	source_count	source_counts_json
4580	Broschüre	broschüre	863	3	{"deu_news_2024_1M_words.txt":54,"deu_wikipedia_2021_1M_words.txt":60,"deu-de_web_2021_1M_words.txt":749}
4581	feste	feste	863	3	{"deu_news_2024_1M_words.txt":175,"deu_wikipedia_2021_1M_words.txt":347,"deu-de_web_2021_1M_words.txt":341}
4582	Gebühren	gebühren	863	3	{"deu_news_2024_1M_words.txt":285,"deu_wikipedia_2021_1M_words.txt":87,"deu-de_web_2021_1M_words.txt":491}
4583	spannend	spannend	863	3	{"deu_news_2024_1M_words.txt":421,"deu_wikipedia_2021_1M_words.txt":27,"deu-de_web_2021_1M_words.txt":415}
4584	Anordnung	anordnung	862	3	{"deu_news_2024_1M_words.txt":157,"deu_wikipedia_2021_1M_words.txt":386,"deu-de_web_2021_1M_words.txt":319}
4585	nominiert	nominiert	862	3	{"deu_news_2024_1M_words.txt":357,"deu_wikipedia_2021_1M_words.txt":387,"deu-de_web_2021_1M_words.txt":118}
4586	Symbol	symbol	862	3	{"deu_news_2024_1M_words.txt":267,"deu_wikipedia_2021_1M_words.txt":374,"deu-de_web_2021_1M_words.txt":221}
4587	Vögel	vögel	862	3	{"deu_news_2024_1M_words.txt":273,"deu_wikipedia_2021_1M_words.txt":408,"deu-de_web_2021_1M_words.txt":181}
4588	Befragten	befragten	861	3	{"deu_news_2024_1M_words.txt":521,"deu_wikipedia_2021_1M_words.txt":62,"deu-de_web_2021_1M_words.txt":278}
4589	Heinz	heinz	861	3	{"deu_news_2024_1M_words.txt":301,"deu_wikipedia_2021_1M_words.txt":380,"deu-de_web_2021_1M_words.txt":180}
4590	intensive	intensive	861	3	{"deu_news_2024_1M_words.txt":194,"deu_wikipedia_2021_1M_words.txt":202,"deu-de_web_2021_1M_words.txt":465}
4591	sozialer	sozialer	861	3	{"deu_news_2024_1M_words.txt":137,"deu_wikipedia_2021_1M_words.txt":201,"deu-de_web_2021_1M_words.txt":523}
4592	Stress	stress	861	3	{"deu_news_2024_1M_words.txt":317,"deu_wikipedia_2021_1M_words.txt":66,"deu-de_web_2021_1M_words.txt":478}
4593	TSV	tsv	861	3	{"deu_news_2024_1M_words.txt":580,"deu_wikipedia_2021_1M_words.txt":179,"deu-de_web_2021_1M_words.txt":102}
4594	unterbrochen	unterbrochen	861	3	{"deu_news_2024_1M_words.txt":257,"deu_wikipedia_2021_1M_words.txt":468,"deu-de_web_2021_1M_words.txt":136}
4595	DSGVO	dsgvo	860	3	{"deu_news_2024_1M_words.txt":24,"deu_wikipedia_2021_1M_words.txt":8,"deu-de_web_2021_1M_words.txt":828}
4596	erlebte	erlebte	860	3	{"deu_news_2024_1M_words.txt":245,"deu_wikipedia_2021_1M_words.txt":514,"deu-de_web_2021_1M_words.txt":101}
4597	Aspekt	aspekt	859	3	{"deu_news_2024_1M_words.txt":232,"deu_wikipedia_2021_1M_words.txt":261,"deu-de_web_2021_1M_words.txt":366}
4598	leistet	leistet	859	3	{"deu_news_2024_1M_words.txt":206,"deu_wikipedia_2021_1M_words.txt":113,"deu-de_web_2021_1M_words.txt":540}
4599	Salzburger	salzburger	858	3	{"deu_news_2024_1M_words.txt":633,"deu_wikipedia_2021_1M_words.txt":190,"deu-de_web_2021_1M_words.txt":35}
4600	Stern	stern	857	3	{"deu_news_2024_1M_words.txt":291,"deu_wikipedia_2021_1M_words.txt":399,"deu-de_web_2021_1M_words.txt":167}
4601	Zellen	zellen	857	3	{"deu_news_2024_1M_words.txt":139,"deu_wikipedia_2021_1M_words.txt":370,"deu-de_web_2021_1M_words.txt":348}
4602	Benutzer	benutzer	856	3	{"deu_news_2024_1M_words.txt":61,"deu_wikipedia_2021_1M_words.txt":220,"deu-de_web_2021_1M_words.txt":575}
4603	Corona-Krise	corona-krise	856	3	{"deu_news_2024_1M_words.txt":52,"deu_wikipedia_2021_1M_words.txt":16,"deu-de_web_2021_1M_words.txt":788}
4604	Infektion	infektion	856	3	{"deu_news_2024_1M_words.txt":146,"deu_wikipedia_2021_1M_words.txt":127,"deu-de_web_2021_1M_words.txt":583}
4605	Installation	installation	856	3	{"deu_news_2024_1M_words.txt":280,"deu_wikipedia_2021_1M_words.txt":155,"deu-de_web_2021_1M_words.txt":421}
4606	Schließung	schließung	856	3	{"deu_news_2024_1M_words.txt":300,"deu_wikipedia_2021_1M_words.txt":349,"deu-de_web_2021_1M_words.txt":207}
4607	schulischen	schulischen	856	3	{"deu_news_2024_1M_words.txt":45,"deu_wikipedia_2021_1M_words.txt":71,"deu-de_web_2021_1M_words.txt":740}
4608	Verhältnisse	verhältnisse	856	3	{"deu_news_2024_1M_words.txt":179,"deu_wikipedia_2021_1M_words.txt":472,"deu-de_web_2021_1M_words.txt":205}
4609	verlief	verlief	856	3	{"deu_news_2024_1M_words.txt":306,"deu_wikipedia_2021_1M_words.txt":481,"deu-de_web_2021_1M_words.txt":69}
4610	zukünftigen	zukünftigen	856	3	{"deu_news_2024_1M_words.txt":199,"deu_wikipedia_2021_1M_words.txt":193,"deu-de_web_2021_1M_words.txt":464}
4611	Damen	damen	855	3	{"deu_news_2024_1M_words.txt":317,"deu_wikipedia_2021_1M_words.txt":333,"deu-de_web_2021_1M_words.txt":205}
4612	Kommune	kommune	855	3	{"deu_news_2024_1M_words.txt":209,"deu_wikipedia_2021_1M_words.txt":144,"deu-de_web_2021_1M_words.txt":502}
4613	nachts	nachts	855	3	{"deu_news_2024_1M_words.txt":319,"deu_wikipedia_2021_1M_words.txt":294,"deu-de_web_2021_1M_words.txt":242}
4614	Störungen	störungen	855	3	{"deu_news_2024_1M_words.txt":182,"deu_wikipedia_2021_1M_words.txt":236,"deu-de_web_2021_1M_words.txt":437}
4615	zahlt	zahlt	855	3	{"deu_news_2024_1M_words.txt":375,"deu_wikipedia_2021_1M_words.txt":71,"deu-de_web_2021_1M_words.txt":409}
4616	römischen	römischen	853	3	{"deu_news_2024_1M_words.txt":70,"deu_wikipedia_2021_1M_words.txt":692,"deu-de_web_2021_1M_words.txt":91}
4617	Wahrscheinlichkeit	wahrscheinlichkeit	853	3	{"deu_news_2024_1M_words.txt":327,"deu_wikipedia_2021_1M_words.txt":265,"deu-de_web_2021_1M_words.txt":261}
4618	weiterentwickelt	weiterentwickelt	853	3	{"deu_news_2024_1M_words.txt":156,"deu_wikipedia_2021_1M_words.txt":194,"deu-de_web_2021_1M_words.txt":503}
4619	Bedrohung	bedrohung	852	3	{"deu_news_2024_1M_words.txt":486,"deu_wikipedia_2021_1M_words.txt":231,"deu-de_web_2021_1M_words.txt":135}
4620	Dienstleister	dienstleister	852	3	{"deu_news_2024_1M_words.txt":96,"deu_wikipedia_2021_1M_words.txt":63,"deu-de_web_2021_1M_words.txt":693}
4621	Formular	formular	852	3	{"deu_news_2024_1M_words.txt":35,"deu_wikipedia_2021_1M_words.txt":14,"deu-de_web_2021_1M_words.txt":803}
4622	Insekten	insekten	852	3	{"deu_news_2024_1M_words.txt":182,"deu_wikipedia_2021_1M_words.txt":334,"deu-de_web_2021_1M_words.txt":336}
4623	Plattformen	plattformen	852	3	{"deu_news_2024_1M_words.txt":313,"deu_wikipedia_2021_1M_words.txt":109,"deu-de_web_2021_1M_words.txt":430}
4624	Sprung	sprung	852	3	{"deu_news_2024_1M_words.txt":435,"deu_wikipedia_2021_1M_words.txt":296,"deu-de_web_2021_1M_words.txt":121}
4625	untersuchen	untersuchen	852	3	{"deu_news_2024_1M_words.txt":229,"deu_wikipedia_2021_1M_words.txt":190,"deu-de_web_2021_1M_words.txt":433}
4626	Zentrale	zentrale	852	3	{"deu_news_2024_1M_words.txt":159,"deu_wikipedia_2021_1M_words.txt":195,"deu-de_web_2021_1M_words.txt":498}
4627	bemüht	bemüht	851	3	{"deu_news_2024_1M_words.txt":277,"deu_wikipedia_2021_1M_words.txt":269,"deu-de_web_2021_1M_words.txt":305}
4628	künftigen	künftigen	851	3	{"deu_news_2024_1M_words.txt":404,"deu_wikipedia_2021_1M_words.txt":125,"deu-de_web_2021_1M_words.txt":322}
4629	Fortsetzung	fortsetzung	850	3	{"deu_news_2024_1M_words.txt":341,"deu_wikipedia_2021_1M_words.txt":354,"deu-de_web_2021_1M_words.txt":155}
4630	Königreich	königreich	850	3	{"deu_news_2024_1M_words.txt":192,"deu_wikipedia_2021_1M_words.txt":496,"deu-de_web_2021_1M_words.txt":162}
4631	nochmal	nochmal	850	3	{"deu_news_2024_1M_words.txt":446,"deu_wikipedia_2021_1M_words.txt":67,"deu-de_web_2021_1M_words.txt":337}
4632	unverzüglich	unverzüglich	850	3	{"deu_news_2024_1M_words.txt":96,"deu_wikipedia_2021_1M_words.txt":86,"deu-de_web_2021_1M_words.txt":668}
4633	Wohnhaus	wohnhaus	850	3	{"deu_news_2024_1M_words.txt":296,"deu_wikipedia_2021_1M_words.txt":466,"deu-de_web_2021_1M_words.txt":88}
4634	Bekämpfung	bekämpfung	849	3	{"deu_news_2024_1M_words.txt":279,"deu_wikipedia_2021_1M_words.txt":188,"deu-de_web_2021_1M_words.txt":382}
4635	eingetragen	eingetragen	849	3	{"deu_news_2024_1M_words.txt":104,"deu_wikipedia_2021_1M_words.txt":338,"deu-de_web_2021_1M_words.txt":407}
4636	genauen	genauen	849	3	{"deu_news_2024_1M_words.txt":336,"deu_wikipedia_2021_1M_words.txt":219,"deu-de_web_2021_1M_words.txt":294}
4637	Oberbürgermeister	oberbürgermeister	849	3	{"deu_news_2024_1M_words.txt":405,"deu_wikipedia_2021_1M_words.txt":175,"deu-de_web_2021_1M_words.txt":269}
4638	Ortschaft	ortschaft	849	3	{"deu_news_2024_1M_words.txt":122,"deu_wikipedia_2021_1M_words.txt":697,"deu-de_web_2021_1M_words.txt":30}
4639	privat	privat	849	3	{"deu_news_2024_1M_words.txt":298,"deu_wikipedia_2021_1M_words.txt":204,"deu-de_web_2021_1M_words.txt":347}
4640	qualifizierte	qualifizierte	849	3	{"deu_news_2024_1M_words.txt":116,"deu_wikipedia_2021_1M_words.txt":322,"deu-de_web_2021_1M_words.txt":411}
4641	stecken	stecken	849	3	{"deu_news_2024_1M_words.txt":437,"deu_wikipedia_2021_1M_words.txt":109,"deu-de_web_2021_1M_words.txt":303}
4642	Dokument	dokument	848	3	{"deu_news_2024_1M_words.txt":164,"deu_wikipedia_2021_1M_words.txt":224,"deu-de_web_2021_1M_words.txt":460}
4643	Eigentum	eigentum	848	3	{"deu_news_2024_1M_words.txt":144,"deu_wikipedia_2021_1M_words.txt":456,"deu-de_web_2021_1M_words.txt":248}
4644	niedrigen	niedrigen	848	3	{"deu_news_2024_1M_words.txt":301,"deu_wikipedia_2021_1M_words.txt":328,"deu-de_web_2021_1M_words.txt":219}
4645	zitiert	zitiert	848	3	{"deu_news_2024_1M_words.txt":407,"deu_wikipedia_2021_1M_words.txt":390,"deu-de_web_2021_1M_words.txt":51}
4646	Auftritte	auftritte	847	3	{"deu_news_2024_1M_words.txt":328,"deu_wikipedia_2021_1M_words.txt":415,"deu-de_web_2021_1M_words.txt":104}
4647	Experte	experte	847	3	{"deu_news_2024_1M_words.txt":561,"deu_wikipedia_2021_1M_words.txt":68,"deu-de_web_2021_1M_words.txt":218}
4648	Gesprächen	gesprächen	847	3	{"deu_news_2024_1M_words.txt":505,"deu_wikipedia_2021_1M_words.txt":82,"deu-de_web_2021_1M_words.txt":260}
4649	begrüßt	begrüßt	846	3	{"deu_news_2024_1M_words.txt":378,"deu_wikipedia_2021_1M_words.txt":110,"deu-de_web_2021_1M_words.txt":358}
4650	eingeweiht	eingeweiht	846	3	{"deu_news_2024_1M_words.txt":103,"deu_wikipedia_2021_1M_words.txt":636,"deu-de_web_2021_1M_words.txt":107}
4651	gemeint	gemeint	846	3	{"deu_news_2024_1M_words.txt":332,"deu_wikipedia_2021_1M_words.txt":270,"deu-de_web_2021_1M_words.txt":244}
4652	identifiziert	identifiziert	846	3	{"deu_news_2024_1M_words.txt":254,"deu_wikipedia_2021_1M_words.txt":288,"deu-de_web_2021_1M_words.txt":304}
4653	kW	kw	846	3	{"deu_news_2024_1M_words.txt":119,"deu_wikipedia_2021_1M_words.txt":675,"deu-de_web_2021_1M_words.txt":52}
4654	ausgelegt	ausgelegt	845	3	{"deu_news_2024_1M_words.txt":202,"deu_wikipedia_2021_1M_words.txt":414,"deu-de_web_2021_1M_words.txt":229}
4655	befreien	befreien	845	3	{"deu_news_2024_1M_words.txt":328,"deu_wikipedia_2021_1M_words.txt":365,"deu-de_web_2021_1M_words.txt":152}
4656	Begriffe	begriffe	845	3	{"deu_news_2024_1M_words.txt":129,"deu_wikipedia_2021_1M_words.txt":358,"deu-de_web_2021_1M_words.txt":358}
4657	Effekt	effekt	845	3	{"deu_news_2024_1M_words.txt":295,"deu_wikipedia_2021_1M_words.txt":276,"deu-de_web_2021_1M_words.txt":274}
4658	finanzieren	finanzieren	845	3	{"deu_news_2024_1M_words.txt":297,"deu_wikipedia_2021_1M_words.txt":153,"deu-de_web_2021_1M_words.txt":395}
4659	Freiwilligen	freiwilligen	845	3	{"deu_news_2024_1M_words.txt":325,"deu_wikipedia_2021_1M_words.txt":165,"deu-de_web_2021_1M_words.txt":355}
4660	Landeshauptstadt	landeshauptstadt	845	3	{"deu_news_2024_1M_words.txt":386,"deu_wikipedia_2021_1M_words.txt":99,"deu-de_web_2021_1M_words.txt":360}
4661	nachweisen	nachweisen	845	3	{"deu_news_2024_1M_words.txt":132,"deu_wikipedia_2021_1M_words.txt":244,"deu-de_web_2021_1M_words.txt":469}
4662	Tunnel	tunnel	845	3	{"deu_news_2024_1M_words.txt":263,"deu_wikipedia_2021_1M_words.txt":522,"deu-de_web_2021_1M_words.txt":60}
4663	ausländische	ausländische	844	3	{"deu_news_2024_1M_words.txt":263,"deu_wikipedia_2021_1M_words.txt":277,"deu-de_web_2021_1M_words.txt":304}
4664	ermordet	ermordet	844	3	{"deu_news_2024_1M_words.txt":194,"deu_wikipedia_2021_1M_words.txt":558,"deu-de_web_2021_1M_words.txt":92}
4665	Gesetzes	gesetzes	844	3	{"deu_news_2024_1M_words.txt":182,"deu_wikipedia_2021_1M_words.txt":209,"deu-de_web_2021_1M_words.txt":453}
4666	Jens	jens	844	3	{"deu_news_2024_1M_words.txt":402,"deu_wikipedia_2021_1M_words.txt":169,"deu-de_web_2021_1M_words.txt":273}
4667	Meldung	meldung	844	3	{"deu_news_2024_1M_words.txt":317,"deu_wikipedia_2021_1M_words.txt":172,"deu-de_web_2021_1M_words.txt":355}
4668	Mitarbeitenden	mitarbeitenden	844	3	{"deu_news_2024_1M_words.txt":306,"deu_wikipedia_2021_1M_words.txt":18,"deu-de_web_2021_1M_words.txt":520}
4669	Athleten	athleten	843	3	{"deu_news_2024_1M_words.txt":324,"deu_wikipedia_2021_1M_words.txt":341,"deu-de_web_2021_1M_words.txt":178}
4670	Bauer	bauer	843	3	{"deu_news_2024_1M_words.txt":347,"deu_wikipedia_2021_1M_words.txt":322,"deu-de_web_2021_1M_words.txt":174}
4671	Christen	christen	843	3	{"deu_news_2024_1M_words.txt":158,"deu_wikipedia_2021_1M_words.txt":417,"deu-de_web_2021_1M_words.txt":268}
4672	demokratischen	demokratischen	843	3	{"deu_news_2024_1M_words.txt":412,"deu_wikipedia_2021_1M_words.txt":162,"deu-de_web_2021_1M_words.txt":269}
4673	Erdgeschoss	erdgeschoss	843	3	{"deu_news_2024_1M_words.txt":155,"deu_wikipedia_2021_1M_words.txt":458,"deu-de_web_2021_1M_words.txt":230}
4674	Interviews	interviews	843	3	{"deu_news_2024_1M_words.txt":259,"deu_wikipedia_2021_1M_words.txt":228,"deu-de_web_2021_1M_words.txt":356}
4675	Kammer	kammer	843	3	{"deu_news_2024_1M_words.txt":155,"deu_wikipedia_2021_1M_words.txt":550,"deu-de_web_2021_1M_words.txt":138}
4676	Passwort	passwort	843	3	{"deu_news_2024_1M_words.txt":53,"deu_wikipedia_2021_1M_words.txt":20,"deu-de_web_2021_1M_words.txt":770}
4677	übrig	übrig	843	3	{"deu_news_2024_1M_words.txt":366,"deu_wikipedia_2021_1M_words.txt":305,"deu-de_web_2021_1M_words.txt":172}
4678	angemeldet	angemeldet	842	3	{"deu_news_2024_1M_words.txt":337,"deu_wikipedia_2021_1M_words.txt":86,"deu-de_web_2021_1M_words.txt":419}
4679	Division	division	842	3	{"deu_news_2024_1M_words.txt":58,"deu_wikipedia_2021_1M_words.txt":766,"deu-de_web_2021_1M_words.txt":18}
4680	gefangen	gefangen	842	3	{"deu_news_2024_1M_words.txt":175,"deu_wikipedia_2021_1M_words.txt":614,"deu-de_web_2021_1M_words.txt":53}
4681	identifizieren	identifizieren	842	3	{"deu_news_2024_1M_words.txt":211,"deu_wikipedia_2021_1M_words.txt":171,"deu-de_web_2021_1M_words.txt":460}
4682	Dieter	dieter	841	3	{"deu_news_2024_1M_words.txt":345,"deu_wikipedia_2021_1M_words.txt":278,"deu-de_web_2021_1M_words.txt":218}
4683	Herzog	herzog	841	3	{"deu_news_2024_1M_words.txt":196,"deu_wikipedia_2021_1M_words.txt":573,"deu-de_web_2021_1M_words.txt":72}
4684	Lassen	lassen	841	3	{"deu_news_2024_1M_words.txt":175,"deu_wikipedia_2021_1M_words.txt":19,"deu-de_web_2021_1M_words.txt":647}
4685	Mario	mario	841	3	{"deu_news_2024_1M_words.txt":529,"deu_wikipedia_2021_1M_words.txt":216,"deu-de_web_2021_1M_words.txt":96}
4686	saß	saß	841	3	{"deu_news_2024_1M_words.txt":427,"deu_wikipedia_2021_1M_words.txt":332,"deu-de_web_2021_1M_words.txt":82}
4687	Widerspruch	widerspruch	841	3	{"deu_news_2024_1M_words.txt":209,"deu_wikipedia_2021_1M_words.txt":223,"deu-de_web_2021_1M_words.txt":409}
4688	zurückzuführen	zurückzuführen	841	3	{"deu_news_2024_1M_words.txt":341,"deu_wikipedia_2021_1M_words.txt":345,"deu-de_web_2021_1M_words.txt":155}
4689	entfernen	entfernen	840	3	{"deu_news_2024_1M_words.txt":285,"deu_wikipedia_2021_1M_words.txt":198,"deu-de_web_2021_1M_words.txt":357}
4690	erhöhten	erhöhten	840	3	{"deu_news_2024_1M_words.txt":284,"deu_wikipedia_2021_1M_words.txt":266,"deu-de_web_2021_1M_words.txt":290}
4691	Ersatz	ersatz	840	3	{"deu_news_2024_1M_words.txt":258,"deu_wikipedia_2021_1M_words.txt":330,"deu-de_web_2021_1M_words.txt":252}
4692	künftige	künftige	840	3	{"deu_news_2024_1M_words.txt":402,"deu_wikipedia_2021_1M_words.txt":119,"deu-de_web_2021_1M_words.txt":319}
4693	Lieferung	lieferung	840	3	{"deu_news_2024_1M_words.txt":342,"deu_wikipedia_2021_1M_words.txt":151,"deu-de_web_2021_1M_words.txt":347}
4694	sank	sank	840	3	{"deu_news_2024_1M_words.txt":317,"deu_wikipedia_2021_1M_words.txt":439,"deu-de_web_2021_1M_words.txt":84}
4695	stabil	stabil	840	3	{"deu_news_2024_1M_words.txt":396,"deu_wikipedia_2021_1M_words.txt":186,"deu-de_web_2021_1M_words.txt":258}
4696	Ursprung	ursprung	840	3	{"deu_news_2024_1M_words.txt":143,"deu_wikipedia_2021_1M_words.txt":518,"deu-de_web_2021_1M_words.txt":179}
4697	Absolventen	absolventen	839	3	{"deu_news_2024_1M_words.txt":98,"deu_wikipedia_2021_1M_words.txt":102,"deu-de_web_2021_1M_words.txt":639}
4698	Areal	areal	839	3	{"deu_news_2024_1M_words.txt":317,"deu_wikipedia_2021_1M_words.txt":421,"deu-de_web_2021_1M_words.txt":101}
4699	Café	café	839	3	{"deu_news_2024_1M_words.txt":405,"deu_wikipedia_2021_1M_words.txt":205,"deu-de_web_2021_1M_words.txt":229}
4700	eigenständige	eigenständige	839	3	{"deu_news_2024_1M_words.txt":65,"deu_wikipedia_2021_1M_words.txt":547,"deu-de_web_2021_1M_words.txt":227}
4701	schätzen	schätzen	839	3	{"deu_news_2024_1M_words.txt":349,"deu_wikipedia_2021_1M_words.txt":87,"deu-de_web_2021_1M_words.txt":403}
4702	dorthin	dorthin	838	3	{"deu_news_2024_1M_words.txt":312,"deu_wikipedia_2021_1M_words.txt":325,"deu-de_web_2021_1M_words.txt":201}
4703	Euch	euch	838	3	{"deu_news_2024_1M_words.txt":109,"deu_wikipedia_2021_1M_words.txt":32,"deu-de_web_2021_1M_words.txt":697}
4704	kostenlosen	kostenlosen	838	3	{"deu_news_2024_1M_words.txt":196,"deu_wikipedia_2021_1M_words.txt":72,"deu-de_web_2021_1M_words.txt":570}
4705	Kulturen	kulturen	838	3	{"deu_news_2024_1M_words.txt":158,"deu_wikipedia_2021_1M_words.txt":293,"deu-de_web_2021_1M_words.txt":387}
4706	leichten	leichten	838	3	{"deu_news_2024_1M_words.txt":350,"deu_wikipedia_2021_1M_words.txt":289,"deu-de_web_2021_1M_words.txt":199}
4707	Pressemitteilung	pressemitteilung	838	3	{"deu_news_2024_1M_words.txt":472,"deu_wikipedia_2021_1M_words.txt":73,"deu-de_web_2021_1M_words.txt":293}
4708	Viertelfinale	viertelfinale	838	3	{"deu_news_2024_1M_words.txt":474,"deu_wikipedia_2021_1M_words.txt":340,"deu-de_web_2021_1M_words.txt":24}
4709	beschäftigte	beschäftigte	837	3	{"deu_news_2024_1M_words.txt":118,"deu_wikipedia_2021_1M_words.txt":606,"deu-de_web_2021_1M_words.txt":113}
4710	löst	löst	837	3	{"deu_news_2024_1M_words.txt":348,"deu_wikipedia_2021_1M_words.txt":235,"deu-de_web_2021_1M_words.txt":254}
4711	Preisen	preisen	837	3	{"deu_news_2024_1M_words.txt":349,"deu_wikipedia_2021_1M_words.txt":135,"deu-de_web_2021_1M_words.txt":353}
4712	unabhängige	unabhängige	837	3	{"deu_news_2024_1M_words.txt":226,"deu_wikipedia_2021_1M_words.txt":263,"deu-de_web_2021_1M_words.txt":348}
4713	analysiert	analysiert	836	3	{"deu_news_2024_1M_words.txt":298,"deu_wikipedia_2021_1M_words.txt":112,"deu-de_web_2021_1M_words.txt":426}
4714	beliebten	beliebten	836	3	{"deu_news_2024_1M_words.txt":482,"deu_wikipedia_2021_1M_words.txt":121,"deu-de_web_2021_1M_words.txt":233}
4715	CSU	csu	836	3	{"deu_news_2024_1M_words.txt":594,"deu_wikipedia_2021_1M_words.txt":114,"deu-de_web_2021_1M_words.txt":128}
4716	Tschechien	tschechien	836	3	{"deu_news_2024_1M_words.txt":463,"deu_wikipedia_2021_1M_words.txt":213,"deu-de_web_2021_1M_words.txt":160}
4717	Wolfsburg	wolfsburg	836	3	{"deu_news_2024_1M_words.txt":657,"deu_wikipedia_2021_1M_words.txt":70,"deu-de_web_2021_1M_words.txt":109}
4718	gemeinsames	gemeinsames	835	3	{"deu_news_2024_1M_words.txt":239,"deu_wikipedia_2021_1M_words.txt":147,"deu-de_web_2021_1M_words.txt":449}
4719	Heft	heft	835	3	{"deu_news_2024_1M_words.txt":47,"deu_wikipedia_2021_1M_words.txt":508,"deu-de_web_2021_1M_words.txt":280}
4720	JavaScript	javascript	834	3	{"deu_news_2024_1M_words.txt":15,"deu_wikipedia_2021_1M_words.txt":9,"deu-de_web_2021_1M_words.txt":810}
4721	Käufer	käufer	834	3	{"deu_news_2024_1M_words.txt":300,"deu_wikipedia_2021_1M_words.txt":180,"deu-de_web_2021_1M_words.txt":354}
4722	Kongress	kongress	834	3	{"deu_news_2024_1M_words.txt":207,"deu_wikipedia_2021_1M_words.txt":400,"deu-de_web_2021_1M_words.txt":227}
4723	töten	töten	834	3	{"deu_news_2024_1M_words.txt":194,"deu_wikipedia_2021_1M_words.txt":586,"deu-de_web_2021_1M_words.txt":54}
4724	vorliegt	vorliegt	834	3	{"deu_news_2024_1M_words.txt":237,"deu_wikipedia_2021_1M_words.txt":124,"deu-de_web_2021_1M_words.txt":473}
4725	Berechnung	berechnung	833	3	{"deu_news_2024_1M_words.txt":145,"deu_wikipedia_2021_1M_words.txt":247,"deu-de_web_2021_1M_words.txt":441}
4726	County	county	833	3	{"deu_news_2024_1M_words.txt":51,"deu_wikipedia_2021_1M_words.txt":778,"deu-de_web_2021_1M_words.txt":4}
4727	Gipfel	gipfel	833	3	{"deu_news_2024_1M_words.txt":258,"deu_wikipedia_2021_1M_words.txt":503,"deu-de_web_2021_1M_words.txt":72}
4728	gültigen	gültigen	833	3	{"deu_news_2024_1M_words.txt":136,"deu_wikipedia_2021_1M_words.txt":231,"deu-de_web_2021_1M_words.txt":466}
4729	Kirchengemeinde	kirchengemeinde	833	3	{"deu_news_2024_1M_words.txt":93,"deu_wikipedia_2021_1M_words.txt":516,"deu-de_web_2021_1M_words.txt":224}
4730	SGB	sgb	833	3	{"deu_news_2024_1M_words.txt":17,"deu_wikipedia_2021_1M_words.txt":95,"deu-de_web_2021_1M_words.txt":721}
4731	widmet	widmet	833	3	{"deu_news_2024_1M_words.txt":211,"deu_wikipedia_2021_1M_words.txt":197,"deu-de_web_2021_1M_words.txt":425}
4732	Bier	bier	832	3	{"deu_news_2024_1M_words.txt":493,"deu_wikipedia_2021_1M_words.txt":180,"deu-de_web_2021_1M_words.txt":159}
4733	Demokraten	demokraten	832	3	{"deu_news_2024_1M_words.txt":639,"deu_wikipedia_2021_1M_words.txt":156,"deu-de_web_2021_1M_words.txt":37}
4734	rechtlich	rechtlich	832	3	{"deu_news_2024_1M_words.txt":228,"deu_wikipedia_2021_1M_words.txt":166,"deu-de_web_2021_1M_words.txt":438}
4735	stieß	stieß	832	3	{"deu_news_2024_1M_words.txt":324,"deu_wikipedia_2021_1M_words.txt":434,"deu-de_web_2021_1M_words.txt":74}
4736	Unterhaltung	unterhaltung	832	3	{"deu_news_2024_1M_words.txt":286,"deu_wikipedia_2021_1M_words.txt":226,"deu-de_web_2021_1M_words.txt":320}
